Name,Height,FederalStateid,Picture
Klosterwappen,1941,5,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Puchberg_-_Schneeberg.JPG/1000px-Puchberg_-_Schneeberg.JPG
Klosterkogel,1547,8,
Klosterberg,732,9,
Klomnock,2220,6,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Klomnock.jpg/1000px-Klomnock.jpg
Kloben,1075,5,
Kletschach Kogel,1308,8,
Klenitzen,2441,6,
Klemerbrett Kogel,2126,3,
Klementkogel,1270,8,
Kleinvenediger,3430,2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Gro%C3%9F-_und_Kleinvenediger_vom_Wildenkogel_a.JPG/1000px-Gro%C3%9F-_und_Kleinvenediger_vom_Wildenkogel_a.JPG
Kleinspitz,3071,2,https://upload.wikimedia.org/wikipedia/commons/b/b2/817904a.jpg
Klein Pölven,1443,2,
Kleingurpitschegg,2112,3,
Kleines Reisseck,2591,6,
Kleines Mureck,2196,3,
Kleines Maiereck,1496,8,
Kleines Hundshorn,1172,3,
Kleines Hocheck,1839,8,
Kleines Beil,1902,2,
Kleiner Zeller Fels,993,5,
Kleiner Woising,1246,4,
Kleinwanner,2362,2,
Kleiner Sulzberg,1196,5,
Kleiner Spitzberg,1342,4,
Kleiner Sonnleitstein,1455,5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/BlickNassbachtal-Gro%C3%9FerSonnleitstein.JPG/1000px-BlickNassbachtal-Gro%C3%9FerSonnleitstein.JPG
Kleiner Sonnblick,2793,6,
Kleiner Solstein,2385,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Brandjoch%2C_Hohe_Warte%2C_Solsteine.JPG/1000px-Brandjoch%2C_Hohe_Warte%2C_Solsteine.JPG
Kleiner Schober,1423,8,
Kleiner Reithpfadkogel,674,4,
Kleiner Ramolkogel,3053,2,
Kleiner Rabenstein,1902,8,
Kleiner Priel,2100,4,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Kleiner_Priel_Hutterer_H%C3%B6%C3%9F_20190915.jpg/1000px-Kleiner_Priel_Hutterer_H%C3%B6%C3%9F_20190915.jpg
Pal Piccolo,1580,10,
Kleiner Ötscher,1527,5,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Annaberg_-_%C3%96tscher%2C_Ostansicht.JPG/1000px-Annaberg_-_%C3%96tscher%2C_Ostansicht.JPG
Kleiner Neukogel,597,5,
Kleiner Mitterberg,944,4,
Kleiner Litzner,2709,1,
Kleiner Lanschütz,2320,3,
Kleiner Größtenberg,1699,4,
Kleiner Koppenkarstein,2701,4,
Kleiner Königstuhl,1853,3,
Kleiner Koller,757,5,
Kleiner Kögel Berg,1088,5,
Kleiner Knallstein,2184,8,
Kleiner Hochkasten,2198,8,
Kleiner Grießstein,1846,8,
Kleiner Geiger,1167,8,
Kleiner Donnerkogel,1668,3,
Kleiner Buchstein,987,8,
Kleiner Buchberg,911,4,
Kleiner Brieglers Berg,1934,8,
Kleiner Bosruck,942,8,
Kleiner Bösenstein,2065,8,
Kleiner Bodenberg,369,5,
Kleine Plischa,619,9,
Kleine Leier,2471,6,
Kleine Bischofsmütze,1652,3,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Bischofsm%C3%BCtze_3-2017_30.jpg/1000px-Bischofsm%C3%BCtze_3-2017_30.jpg
Kleinerberg,1267,4,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Kleinerberg_Rosenau_am_Hengstpa%C3%9F_20211024.jpg/1000px-Kleinerberg_Rosenau_am_Hengstpa%C3%9F_20211024.jpg
Kleinberg,963,2,
Kleinalpe,1747,6,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Geistthal_Ort_2.jpg/1000px-Geistthal_Ort_2.jpg
Klauskofel,1499,2,
Klammerköpfe,2894,6,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Klammerk%C3%B6pfe_from_Northwest_%28cropped%29.jpg/1000px-Klammerk%C3%B6pfe_from_Northwest_%28cropped%29.jpg
Klag Kogel,1380,8,
Kitzsteinhorn,3093,3,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Kitzsteinhorn3.jpg/1000px-Kitzsteinhorn3.jpg
Kitzstein,1987,3,
Kitzbüheler Horn,1278,2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Kitzbueheler_Horn.jpg/1000px-Kitzbueheler_Horn.jpg
Kirchbühel,1658,8,
Kirchwaldberg,1027,5,
Kirchmayer Höhe,587,5,
Kirchbichl,499,2,https://upload.wikimedia.org/wikipedia/commons/e/e5/Kirchbichl_im_Bezirk_KU.png
Kirchberg,852,8,
Kirchberg,1547,2,
Kindsbründl,579,4,
Kimperngupf,1001,6,
Kienstein,650,5,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Kienstein-Gipfelkreuz.jpg/1000px-Kienstein-Gipfelkreuz.jpg
Kienstein,882,5,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Kienstein-Gipfelkreuz.jpg/1000px-Kienstein-Gipfelkreuz.jpg
Kienleitenkopf,1460,2,
Kieneck,1088,5,
Kienberg,498,4,
Kienbergkopf,727,10,
Kienberg,1702,2,
Große Kesselspitze,2310,3,
Kesselkogel,2405,6,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Kesselkogel_SSW.jpg/1000px-Kesselkogel_SSW.jpg
Kesseleck,2084,8,
Kesseleck,2447,6,
Kerzenmandl,1078,8,
Kerschen Berg,556,5,
Kerblgsöll,516,4,
Kendlkopf,2282,3,
Kemacher,2292,2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Inntalkette_bei_Sonnenaufgang.jpg/1000px-Inntalkette_bei_Sonnenaufgang.jpg
Creta della Cianevate,2657,10,
Kellerjoch,2206,2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Kellerjoch_vom_Kuhm%C3%B6ser.JPG/1000px-Kellerjoch_vom_Kuhm%C3%B6ser.JPG
Croda Verde,2842,10,
Kegelhörndl,1463,2,
Katzenkopf,2322,2,
Katzenhirn,1208,4,
Kasten Spitze,1237,3,
Kastenriegel,1012,8,
Kastenkopf,1954,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/F_panico_2004_0423.jpg/1000px-F_panico_2004_0423.jpg
Kastal,2528,2,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Kastal2.JPG/1000px-Kastal2.JPG
Kasparstein,697,6,
kaserköpfl,2241,3,
Kasereck,2207,3,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Piendlsee_gen_Kasereck%26Wirrriegelh%C3%B6he.jpeg/1000px-Piendlsee_gen_Kasereck%26Wirrriegelh%C3%B6he.jpeg
Kasberg,1723,4,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Kasberg_Hetzau_%C3%96dseen.jpg/1000px-Kasberg_Hetzau_%C3%96dseen.jpg
Karteis Kopf,2035,3,
Karstein,1358,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Karstein_1922m.jpg/1000px-Karstein_1922m.jpg
Karnereck,1679,3,
Karner Berg,874,8,
Karlstein,1018,5,
Karlstein,767,8,
Kärlspitze,2266,6,
Karlspitz,1580,8,
karlsberg,944,5,
Karlonger Kogel,496,9,
Karlnock,2176,6,
Karl Hochkogel,1920,8,
Karkopf,2754,2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Karkopf.jpg/1000px-Karkopf.jpg
Kareck,2399,6,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Estergebirge-Henneneck-Kareck-Bischof.jpg/1000px-Estergebirge-Henneneck-Kareck-Bischof.jpg
Kapuzinerberg,641,3,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Kapuzinerberg_vom_Plainberg.jpg/1000px-Kapuzinerberg_vom_Plainberg.jpg
Kapf,1074,1,
Kanzel,1488,6,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/St._Wendel_-_Wendalinusbasilika_Innen_Kanzel_01.JPG/1000px-St._Wendel_-_Wendalinusbasilika_Innen_Kanzel_01.JPG
Kanzberg,1600,2,
Kampstein,1324,5,
Kampleck,2176,6,
Kammerlinghorn,2041,10,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Hochkalter.jpg/1000px-Hochkalter.jpg
Kaltenberg,718,5,
Kaltenberg,2831,1,
Kalte Mauer,1641,8,
Kaltbründlberg,511,7,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Eichwiese_Kaltbr%C3%BCndlberg.jpg/1000px-Eichwiese_Kaltbr%C3%BCndlberg.jpg
Kalkstein,1456,2,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/RameschWithCave.jpg/1000px-RameschWithCave.jpg
Kalkbretterkopf,2389,3,
Kalkberg,468,5,
Kalblsau,854,5,
Kaiserschild,1671,8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Sicht_auf_Gesamt_Eisenerz_mit_Kaiserschild.jpg/1000px-Sicht_auf_Gesamt_Eisenerz_mit_Kaiserschild.jpg
Kaiser Kogel,1719,4,
Kaiserburg,1868,6,
Kaarles Spitze,2532,2,
Juri Kogel,748,8,
Jukbühel,1817,6,
Juifen,1958,2,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/20100524-Juifen_vom_Torjoch.JPG/1000px-20100524-Juifen_vom_Torjoch.JPG
Judenköpfe,1968,2,
Johannisberg,3434,6,
Joelspitze,1738,2,
Jochgrabenberg,647,5,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Jochgrabenberg-von-Eichgraben.jpg/1000px-Jochgrabenberg-von-Eichgraben.jpg
Jochart Berg,1084,5,
Jawornik,1121,6,
Jauerling Gipfelkreuz,952,5,
Jakobskogel,1616,5,
Jäger Rast,984,6,
Itonskopf,2032,1,
Berg Isel,653,2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Bergisel-N.jpg/1000px-Bergisel-N.jpg
Irrsberg,840,3,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/2013-06-19_21h00_Irrsberg_um_21_Uhr_in_gewitterigem_Himmel_02.png/1000px-2013-06-19_21h00_Irrsberg_um_21_Uhr_in_gewitterigem_Himmel_02.png
Irrbühel,1311,8,
Im Zöbel,1731,4,
Im Törl,2049,6,
Ilgner Hockeck,943,8,
Ilgner Alpel,819,8,
Hutterkogel,785,5,
Huttererhöß,1833,4,
Hütlberg,713,8,
Hutberg,798,5,
Hundstein,1945,3,
Hundskogel,1135,4,
Hundshöhe,2130,6,
Hundeck,1902,3,
Hühnersberg,2378,6,
Hühnernock,1490,6,
Hühnerberg,1508,2,
Hubmerkogel,692,5,
Hubberg,761,5,
Ruckenkopf,2276,6,
Hörndle,2539,2,
Hongar,934,4,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Hongar_20250101a.jpg/1000px-Hongar_20250101a.jpg
Hölzlberg,1558,8,
Holzeck,1114,3,
Höllkar,1077,3,
Hollerberg,668,4,
Schabenreitnerstein,1119,4,
Höllenstein,426,5,
Höllberg,1405,3,
Hohe Zinken,1607,3,
Hohe Zetz,782,8,
Hohe Weichsel,1981,8,
Hohe Trett,1401,8,
Hohes Riff,2882,2,
Hohes Licht,2513,2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Hohes_Licht02.jpg/1000px-Hohes_Licht02.jpg
Hohe Sinn,1568,8,
Hohes Eck,631,5,
Hohes Egg,1597,10,
Hohe Schrott,1443,4,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Hohe_Schrott_20190420.jpg/1000px-Hohe_Schrott_20190420.jpg
Hohe Salve,1687,2,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/HoheSalve.jpg/1000px-HoheSalve.jpg
Hohe Wasserfalle,2784,2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/HoheWasserfalleFromESE.jpg/1000px-HoheWasserfalleFromESE.jpg
Hoher Tenn,3294,3,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Hoher_Tenn_Westflanke_20090819.jpg/1000px-Hoher_Tenn_Westflanke_20090819.jpg
Hoher Sonnblick,2859,3,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Sonnblick_Hocharn_Jul2007.jpg/1000px-Sonnblick_Hocharn_Jul2007.jpg
Hoher Seeblaskogel,3187,2,https://upload.wikimedia.org/wikipedia/commons/5/5d/HoherSeeblaskogelFromS.jpg
Hoher Sarstein,1851,8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Hoher_Sarstein.jpg/1000px-Hoher_Sarstein.jpg
Hoher Riffler,3079,2,
Hoher Ochsenkogel,2213,4,
Hoher Lindkogel,831,5,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/BlickLindkogel.jpg/1000px-BlickLindkogel.jpg
Hoher Krippenstein,1972,4,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Krippenstein_von_Hallstatt.jpg/1000px-Krippenstein_von_Hallstatt.jpg
Hoher Krahberg,1085,4,
Hoher Kamm,2322,2,
Hohe Riffel,3297,3,
Hoher Ifen,2201,1,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Hoher_Ifen_from_South.JPG/1000px-Hoher_Ifen_from_South.JPG
Hoher Hengst,1004,5,
Hoher Frassen,1943,1,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Hoher_Fra%C3%9Fen.JPG/1000px-Hoher_Fra%C3%9Fen.JPG
Hohe Rehstatt,1027,4,
Hoher Dachstein,2853,4,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Dachstein_Para.JPG/1000px-Dachstein_Para.JPG
Hoher Bösring,2219,2,
Hohe Rannach,935,8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Hohe_Rannach_07.jpg/1000px-Hohe_Rannach_07.jpg
Hoher Aifenspitze,2597,2,
Hohe Penhab,1959,3,
Hohenwartberg,425,5,
Hohenwart,1368,8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/DEU_Hohenwart_COA.svg/1000px-DEU_Hohenwart_COA.svg.png
Hohenwart,1804,6,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/DEU_Hohenwart_COA.svg/1000px-DEU_Hohenwart_COA.svg.png
Hohensteinmais Berg,341,9,
Hohenstein,1124,5,
Hoher Nock,1924,4,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Hoher_Nock%2C_Sengsengebirge.jpg/1000px-Hoher_Nock%2C_Sengsengebirge.jpg
Hohe Nock,1704,3,
Höhennock,2308,6,
Hohenkareck,2405,6,
Höheneck Kogel,1206,3,
Hoheneck,1312,8,
Höhenberg,873,5,
Höhen Berg,1157,5,
Hohe Mandling,717,5,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Hohe_Mandling_von_Pernitz_aus.JPG/1000px-Hohe_Mandling_von_Pernitz_aus.JPG
Hohe Leier,2597,6,
Hohe Kugel,1599,1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/HoheKugel.jpg/1000px-HoheKugel.jpg
Hohe Krägen,1428,3,
Hohe Hosswand,1890,4,
Hohe Geige,3282,2,https://upload.wikimedia.org/wikipedia/commons/2/21/HoheGeige.jpg
Hofereck,1051,3,
Hofalpe,930,5,
Hochzöbl,973,4,
Hochzeiger,2221,2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Hochzeiger.JPG/1000px-Hochzeiger.JPG
Hochwurzen,1820,8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Hochwurzen.jpg/1000px-Hochwurzen.jpg
Hochwipfel,1794,6,
Hochwildstelle,2123,8,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Hochwildstelle_%28Klafferscharte%29.jpg/1000px-Hochwildstelle_%28Klafferscharte%29.jpg
Hochwies Kogel,1524,3,
Hochwiese,737,4,
Hochwein Berg,490,5,
Hochwechsel,1499,8,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Wechsel_Satellitenbild.png/1000px-Wechsel_Satellitenbild.png
Hochwaxeneck,1467,8,
Hochwarter Höhe,1642,6,
Hochwand,974,5,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Hochwand_SE.JPG/1000px-Hochwand_SE.JPG
Hochwand,2639,2,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Hochwand_SE.JPG/1000px-Hochwand_SE.JPG
Hochwand,2363,2,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Hochwand_SE.JPG/1000px-Hochwand_SE.JPG
Hochwaldkopf,1404,2,
Hochvogel,2528,10,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/MK58111_Hochvogel.jpg/1000px-MK58111_Hochvogel.jpg
Hochunnutz,1820,2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Unnutze_ost.jpg/1000px-Unnutze_ost.jpg
Hochturm,1950,8,
Hoch Trötsch,856,8,
Hochtristen,2454,6,
Hochtratten,954,8,
Hochtor,2289,8,
Hochtor,2454,3,
Hochthron,1413,3,
Hochstein Kogel,878,5,
Höchstein,1584,8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Moaralmsee8823.JPG/1000px-Moaralmsee8823.JPG
Hochstein,1472,2,
Hochstadl,1732,8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Kr%C3%A4uterin-Hochstadl.jpg/1000px-Kr%C3%A4uterin-Hochstadl.jpg
Hochstadel Berg,1183,5,
Hochstadel,2626,2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Oberdrauburg3.jpg/1000px-Oberdrauburg3.jpg
Hochsengs,1804,4,
Hochschober,3045,2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/HochschoberFromS.jpg/1000px-HochschoberFromS.jpg
Hochschlag,879,8,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Defense.gov_News_Photo_041011-F-6701P-051.jpg/1000px-Defense.gov_News_Photo_041011-F-6701P-051.jpg
Hochschlag,1399,8,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Defense.gov_News_Photo_041011-F-6701P-051.jpg/1000px-Defense.gov_News_Photo_041011-F-6701P-051.jpg
Hochsäul,1437,2,
Hochsalm,1376,4,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Vermessungsstein_Hochsalm.jpg/1000px-Vermessungsstein_Hochsalm.jpg
Hochriegel,754,5,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Schwarzkogelgipfel_von_Brendl_aus.JPG/1000px-Schwarzkogelgipfel_von_Brendl_aus.JPG
Hochrettelstein,2051,8,
Hochreichhart,2395,8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Hochreichhart.jpg/1000px-Hochreichhart.jpg
Hochrappenkopf,2338,10,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Hochrappenkopf_Kleiner_Rappenkopf.JPG/1000px-Hochrappenkopf_Kleiner_Rappenkopf.JPG
Hochpyra,652,5,
Hochpürschtling,1380,8,
Hochplettspitz,1105,4,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/H%C3%B6henzug_%E2%80%9EHochplett%E2%80%9C.JPG/1000px-H%C3%B6henzug_%E2%80%9EHochplett%E2%80%9C.JPG
Hochplattig,2706,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Hochplattig_von_Untermieming.JPG/1000px-Hochplattig_von_Untermieming.JPG
Hochobir,2070,6,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Hochobir_Gipfelkreuz_.jpg/1000px-Hochobir_Gipfelkreuz_.jpg
Hochnörderer,2389,2,
Hochnissl,2472,2,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/20101010-Hochnissl_von_Westen.JPG/1000px-20101010-Hochnissl_von_Westen.JPG
Hohe Munde,2571,2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Hohe_Munde_vom_Inntal_bei_Oberhofen.jpg/1000px-Hohe_Munde_vom_Inntal_bei_Oberhofen.jpg
Hochmühleck,1706,8,
Hochmoos,1511,2,
Hochmölbing,1810,8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Hochm%C3%B6lbingEastFace.jpg/1000px-Hochm%C3%B6lbingEastFace.jpg
Hochmaderer,2481,1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Hochmaderer_E.JPG/1000px-Hochmaderer_E.JPG
Hochleckenkogel,1667,4,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Hochleckenkogel_20130302.jpg/1000px-Hochleckenkogel_20130302.jpg
Hochlantsch,1129,8,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Hochlantsch_Schoeckl.jpg/1000px-Hochlantsch_Schoeckl.jpg
Hochkreuz,2584,6,
Hochkranz,1293,3,
Hochkönig,2830,3,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Hochkoenig.jpg/1000px-Hochkoenig.jpg
Hochkogel,676,5,
Hochkogel,1438,4,
Hochkogel,993,4,
Hochkogel,1671,8,
Hochkogel,1227,8,
Hochkogel,1176,8,
Hochkogel,1835,3,
Hochkesselkopf,2343,4,
Hochkeil,1508,3,
Hochkasern,1492,3,
Hochkar,998,8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Hochkar_1.jpg/1000px-Hochkar_1.jpg
Hochkampl,1060,8,
Hochkalmberg,1789,4,
Hochjoch,824,4,
Hochjoch,2476,1,
Hochjoch,2765,2,
Hochiss,2186,2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Hochiss_2011.JPG/1000px-Hochiss_2011.JPG
Hochhörndler Spitze,1731,2,
Hochgschirr,2187,3,
Hochgründeck,1679,3,https://upload.wikimedia.org/wikipedia/commons/2/2d/A_view_from_Hunerkogel_Bergstation_2.jpg
Hochgründberg,1419,2,
Hochgrößen,1740,8,
Hochgrabe,2768,2,
Hochgosch,588,6,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Kaernten_MillstaetterSee_2006_07_17_009.jpg/1000px-Kaernten_MillstaetterSee_2006_07_17_009.jpg
Hochgolling,2821,3,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Hochgolling_1178.JPG/1000px-Hochgolling_1178.JPG
Hochgölk,841,8,
Hochglocker,1363,3,
Hochgitzen,509,3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/HochgitzenJ01.JPG/1000px-HochgitzenJ01.JPG
Collalto,3380,10,https://upload.wikimedia.org/wikipedia/commons/3/37/Collalto-Fuersten-Wappen.png
Hochfeld,2090,8,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Duisburg_Karte_Hochfeld.svg/1000px-Duisburg_Karte_Hochfeld.svg.png
Hochfeld,2149,2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Duisburg_Karte_Hochfeld.svg/1000px-Duisburg_Karte_Hochfeld.svg.png
Hochfeind,1867,3,
Höherberg,643,5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Hoeherberg.jpg/1000px-Hoeherberg.jpg
Höchenberg,1811,2,
Hochegg,1713,3,
Hochegg,2345,6,
Hochedl,1421,4,
Hocheder,2646,2,
Hocheck,687,5,
Hocheck,1256,8,
Hocheck,1296,8,
Hocheck,1199,8,
Hocheck,1580,3,
Hocheck,2053,3,
Hocheck,2552,2,
Hochegg,2214,2,
Hocheben Kogel,608,5,
Hochbühel,790,4,
Hochbuchberg,1243,4,
Hochbrand,1107,4,
Hochblaser,1441,8,
Hochberg,639,5,
Hochberg,967,1,
Hocharn,3018,6,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Hocharn_from_SE.JPG/1000px-Hocharn_from_SE.JPG
Hochanger,1669,8,
Hochanger,854,8,
Hochälpele,1443,1,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Hochaelpelekopf.jpg/1000px-Hochaelpelekopf.jpg
Hochalpel,1214,5,
Hochalpe,1465,8,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Rosseck%2C_Hochalm%2C_Rennfeld.jpg/1000px-Rosseck%2C_Hochalm%2C_Rennfeld.jpg
Hochalmspitze,3328,6,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Hochalmspitze_gro%C3%9Felendkopf_gro%C3%9Felendkees_jochspitze_winkelkees_detmolder_grat_2023.jpg/1000px-Hochalmspitze_gro%C3%9Felendkopf_gro%C3%9Felendkees_jochspitze_winkelkees_detmolder_grat_2023.jpg
Hobelsberg,707,4,
Hirzkarkopf,2522,3,
Hirzer,2255,2,
Hirzberg,1944,8,
Hirschwaldstein,1074,4,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Hirschwaldstein_1.jpg/1000px-Hirschwaldstein_1.jpg
Hirschkopf,1933,3,
Hirschkopf,1773,3,
Hirsch Kogel,905,3,
Hirschenstein,961,4,
Hirschenstein,849,9,
Hirschenspitz,2434,1,
Hirscheggeralpe,1670,6,
Hirschberg,946,1,
Hirschberg,1807,1,
Hippold Spitze,2450,2,
Hintzing,777,4,
Hinterunnutz,1768,2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Unnutze_ost.jpg/1000px-Unnutze_ost.jpg
Hintere Steinkar Spitze,2434,6,
Hinteres Sonnwendjoch,1832,2,https://upload.wikimedia.org/wikipedia/commons/a/a2/Sonnwendjoch_HQ.jpg
Hinteres Modereck,2690,6,
Hinteres Freieck,2005,3,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Bluntautal_-_Land_Salzburg_%283%29.jpg/1000px-Bluntautal_-_Land_Salzburg_%283%29.jpg
Hinterer Schwarzmooskogel,1409,8,
Hinterer Satzgrat,2724,2,
Hintere Rendelspitze,2700,2,
Hintereck,794,8,
Hinter Berg,997,4,
Hinteralpe,946,5,
Hindl Berg,642,4,
Himmel,814,8,
Himbeerstein,712,8,
Hilmersberg,2365,6,
Hifelwand,1319,3,
Hieselegg,1114,8,
Hieselberg,620,4,
Hiesberg,372,5,
Hiasbauerhöhe,1318,8,
Hexenkopf,2821,2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Berg-Hexenkopf.jpg/1000px-Berg-Hexenkopf.jpg
Heukuppe,1526,8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Raxmassiv.JPG/1000px-Raxmassiv.JPG
Heukareck,1382,3,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Tennkogel_-_Heukareck_-_H%C3%B6llwand.jpg/1000px-Tennkogel_-_Heukareck_-_H%C3%B6llwand.jpg
Heuberg,384,5,
Heuberg,888,3,
Heuberg,746,9,
Herzogberg,1266,8,
Herzogberg,941,8,
Herzogberg,374,6,
Hermannskogel,529,7,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Hermannskogel_von_der_Rohrerwiese.jpg/1000px-Hermannskogel_von_der_Rohrerwiese.jpg
Heretkofel,2000,2,
Hennesteck,1137,5,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Hennesteck_Gipfel.jpg/1000px-Hennesteck_Gipfel.jpg
Hennespitze,2472,2,
Henner Kogel,1370,8,
Hennebergspitzen,2756,2,
Hengstlberg,616,5,
Hengst Berg,566,5,
Heiterberg,2140,1,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Heiterberg.JPG/1000px-Heiterberg.JPG
Heidriegel,658,9,
Hehenberg,958,4,
Hegerberg,650,5,
Hegerberg,809,5,
Hedlalpe,1077,8,
Hechelstein,1306,8,
Hauser Kaibling,1670,8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Hauser_Kaibling.JPG/1000px-Hauser_Kaibling.JPG
